               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.048692,             0.06807,            0.024022,             0.63395,             0.49734,             0.59298,             0.42544,              0.0439,            0.049094,            0.017488,            0.004654,            0.004654,            0.004654
                 164,            0.048631,            0.068113,            0.024017,             0.63646,             0.49775,              0.5938,             0.42586,            0.043885,            0.049087,             0.01747,            0.004621,            0.004621,            0.004621
                 165,            0.048598,            0.067795,            0.023938,             0.60953,             0.51268,             0.59444,             0.42613,            0.043871,            0.049079,             0.01746,            0.004588,            0.004588,            0.004588
                 166,            0.048614,            0.067737,            0.023897,             0.61028,             0.51304,             0.59519,             0.42628,            0.043868,            0.049057,            0.017454,            0.004555,            0.004555,            0.004555
                 167,            0.048596,            0.067957,            0.023928,             0.61217,             0.51286,              0.5957,             0.42676,            0.043864,            0.049047,            0.017436,            0.004522,            0.004522,            0.004522
                 168,            0.048611,            0.068095,            0.023908,             0.62267,             0.50691,             0.59529,             0.42671,            0.043857,            0.049043,             0.01741,            0.004489,            0.004489,            0.004489
                 169,            0.048483,            0.067706,            0.023769,             0.61175,             0.51323,             0.59544,             0.42653,            0.043841,            0.049037,            0.017383,            0.004456,            0.004456,            0.004456
                 170,            0.048416,            0.067847,            0.023797,             0.61457,             0.51319,             0.59643,             0.42691,            0.043834,            0.049045,            0.017361,            0.004423,            0.004423,            0.004423
                 171,            0.048495,            0.067761,            0.023802,             0.63823,             0.50029,             0.59604,             0.42686,            0.043825,            0.049028,             0.01733,             0.00439,             0.00439,             0.00439
                 172,            0.048444,            0.067709,            0.023743,             0.64249,             0.49919,             0.59594,             0.42725,            0.043815,            0.049013,            0.017313,            0.004357,            0.004357,            0.004357
                 173,            0.048451,            0.067848,            0.023727,             0.63598,             0.50206,             0.59624,             0.42705,            0.043796,            0.049001,            0.017294,            0.004324,            0.004324,            0.004324
                 174,            0.048393,            0.067707,            0.023612,             0.62761,             0.50662,             0.59712,             0.42786,            0.043779,            0.048982,            0.017266,            0.004291,            0.004291,            0.004291
                 175,            0.048408,            0.067746,            0.023633,             0.61812,             0.51236,             0.59684,             0.42851,            0.043765,            0.048983,            0.017254,            0.004258,            0.004258,            0.004258
                 176,            0.048343,            0.067807,            0.023592,             0.62281,              0.5108,              0.5971,             0.42828,            0.043757,            0.048984,            0.017243,            0.004225,            0.004225,            0.004225
                 177,              0.0483,            0.067589,            0.023498,             0.63357,             0.50542,             0.59685,              0.4283,            0.043745,            0.048975,            0.017224,            0.004192,            0.004192,            0.004192
                 178,             0.04831,            0.067543,            0.023506,             0.62784,             0.50926,             0.59783,             0.42857,            0.043734,            0.048963,            0.017194,            0.004159,            0.004159,            0.004159
                 179,            0.048212,             0.06744,            0.023476,             0.62132,             0.51237,             0.59724,             0.42868,            0.043721,            0.048953,            0.017172,            0.004126,            0.004126,            0.004126
                 180,            0.048246,            0.067646,            0.023342,             0.62498,              0.5102,             0.59692,             0.42902,            0.043703,            0.048941,             0.01716,            0.004093,            0.004093,            0.004093
                 181,            0.048158,            0.067724,            0.023422,             0.62626,             0.50896,              0.5973,              0.4294,            0.043693,             0.04893,            0.017145,             0.00406,             0.00406,             0.00406
                 182,            0.048266,            0.067437,             0.02344,             0.61255,             0.51733,             0.59769,             0.42992,            0.043683,             0.04891,            0.017128,            0.004027,            0.004027,            0.004027
                 183,            0.048139,            0.067273,            0.023269,             0.63706,             0.50497,             0.59774,             0.42989,            0.043664,            0.048887,            0.017118,            0.003994,            0.003994,            0.003994
                 184,              0.0481,            0.067516,            0.023314,              0.6367,             0.50526,             0.59748,             0.42966,            0.043653,            0.048866,            0.017122,            0.003961,            0.003961,            0.003961
                 185,            0.048026,            0.067383,            0.023141,             0.65534,              0.4969,             0.59846,             0.42993,            0.043638,            0.048839,            0.017105,            0.003928,            0.003928,            0.003928
                 186,            0.048082,            0.067352,            0.023204,             0.65566,             0.49738,             0.59891,             0.43032,            0.043619,            0.048815,            0.017073,            0.003895,            0.003895,            0.003895
                 187,            0.048053,             0.06764,            0.023133,             0.64774,             0.49964,             0.59919,             0.43095,            0.043613,            0.048801,            0.017061,            0.003862,            0.003862,            0.003862
                 188,            0.047975,             0.06725,            0.023128,             0.65044,              0.4989,             0.59974,             0.43138,            0.043596,             0.04878,            0.017037,            0.003829,            0.003829,            0.003829
                 189,            0.048003,            0.067249,            0.023144,             0.61591,             0.51956,             0.60119,             0.43221,            0.043577,            0.048772,            0.017017,            0.003796,            0.003796,            0.003796
                 190,            0.047927,            0.067235,            0.023094,             0.61638,             0.51998,              0.6015,             0.43232,            0.043573,            0.048758,            0.016996,            0.003763,            0.003763,            0.003763
                 191,             0.04793,            0.067349,            0.023013,             0.61602,             0.52048,             0.60105,             0.43246,            0.043562,            0.048749,            0.016982,             0.00373,             0.00373,             0.00373
                 192,            0.047915,            0.067083,             0.02299,             0.61679,              0.5224,              0.6023,             0.43303,            0.043551,            0.048737,            0.016958,            0.003697,            0.003697,            0.003697
                 193,             0.04791,            0.067397,            0.022914,             0.61727,             0.52209,             0.60248,             0.43318,            0.043532,            0.048721,            0.016939,            0.003664,            0.003664,            0.003664
                 194,            0.047808,            0.067025,            0.022838,             0.62998,             0.51402,             0.60262,              0.4334,            0.043511,             0.04871,            0.016928,            0.003631,            0.003631,            0.003631
                 195,            0.047864,            0.067302,            0.022852,             0.62947,             0.51581,             0.60284,             0.43334,            0.043496,            0.048695,            0.016936,            0.003598,            0.003598,            0.003598
                 196,            0.047797,            0.067221,            0.022863,             0.62877,             0.52508,             0.61028,             0.43713,             0.04348,            0.048687,            0.016929,            0.003565,            0.003565,            0.003565
                 197,            0.047745,            0.067033,            0.022735,             0.63276,             0.52183,             0.60963,             0.43735,            0.043466,            0.048688,             0.01692,            0.003532,            0.003532,            0.003532
                 198,             0.04772,            0.067131,            0.022656,             0.62725,             0.51687,             0.60241,             0.43293,            0.043457,            0.048692,            0.016915,            0.003499,            0.003499,            0.003499
                 199,            0.047752,             0.06709,            0.022665,             0.62337,             0.51765,             0.60211,             0.43275,            0.043451,            0.048687,            0.016896,            0.003466,            0.003466,            0.003466
                 200,            0.047643,            0.067182,            0.022626,             0.63001,             0.51463,             0.60229,             0.43339,             0.04344,            0.048679,            0.016867,            0.003433,            0.003433,            0.003433
                 201,            0.047609,            0.067125,            0.022587,             0.62475,             0.51825,             0.60233,             0.43365,            0.043421,            0.048671,            0.016841,              0.0034,              0.0034,              0.0034
                 202,            0.047615,             0.06688,            0.022624,             0.63338,             0.51404,             0.60242,             0.43401,            0.043402,             0.04867,            0.016827,            0.003367,            0.003367,            0.003367
                 203,            0.047568,            0.066998,            0.022479,             0.63583,             0.51374,             0.60334,             0.43477,            0.043387,            0.048656,            0.016809,            0.003334,            0.003334,            0.003334
                 204,            0.047528,            0.067026,            0.022447,             0.63163,             0.51662,             0.60392,              0.4346,            0.043375,            0.048639,            0.016801,            0.003301,            0.003301,            0.003301
                 205,            0.047564,            0.067332,            0.022375,             0.63114,             0.51657,             0.60388,             0.43465,            0.043364,            0.048625,            0.016785,            0.003268,            0.003268,            0.003268
                 206,            0.047447,             0.06684,            0.022406,             0.63011,             0.51708,             0.60407,             0.43476,            0.043356,            0.048614,            0.016774,            0.003235,            0.003235,            0.003235
                 207,            0.047483,             0.06702,            0.022382,             0.61807,             0.52522,             0.60478,             0.43477,            0.043354,            0.048605,            0.016756,            0.003202,            0.003202,            0.003202
                 208,            0.047432,            0.066882,            0.022307,             0.63327,             0.51533,             0.60458,               0.435,            0.043345,              0.0486,             0.01674,            0.003169,            0.003169,            0.003169
                 209,            0.047371,            0.066897,            0.022379,             0.63823,             0.51305,             0.60457,             0.43511,            0.043334,            0.048594,             0.01672,            0.003136,            0.003136,            0.003136
                 210,            0.047372,            0.066919,             0.02223,             0.64027,             0.51224,             0.60445,             0.43554,            0.043318,            0.048586,            0.016691,            0.003103,            0.003103,            0.003103
                 211,            0.047329,            0.066702,            0.022142,             0.63337,             0.51862,             0.60622,             0.43628,            0.043299,            0.048579,            0.016684,             0.00307,             0.00307,             0.00307
                 212,            0.047267,             0.06679,            0.022148,             0.63005,             0.52949,             0.61264,             0.44021,             0.04329,            0.048571,             0.01668,            0.003037,            0.003037,            0.003037
                 213,            0.047286,            0.066687,            0.022177,             0.64294,             0.52302,              0.6133,             0.44052,            0.043278,            0.048559,            0.016673,            0.003004,            0.003004,            0.003004
                 214,            0.047187,              0.0668,            0.022005,             0.64775,             0.52119,              0.6131,             0.44059,             0.04327,            0.048545,            0.016658,            0.002971,            0.002971,            0.002971
                 215,            0.047192,            0.066444,            0.022021,             0.64481,             0.52315,             0.61367,             0.44108,            0.043259,            0.048524,            0.016636,            0.002938,            0.002938,            0.002938
                 216,            0.047147,            0.066413,            0.022008,             0.63726,             0.52697,             0.61369,             0.44054,             0.04325,            0.048517,            0.016628,            0.002905,            0.002905,            0.002905
                 217,            0.047139,            0.066647,            0.021994,             0.64531,             0.52329,             0.61418,             0.44048,            0.043242,            0.048509,            0.016613,            0.002872,            0.002872,            0.002872
                 218,            0.047073,            0.066468,            0.021808,             0.66143,             0.51533,             0.61381,             0.44015,            0.043224,            0.048505,            0.016595,            0.002839,            0.002839,            0.002839
                 219,            0.047085,            0.066587,            0.021872,             0.64721,             0.51942,             0.61167,             0.43911,            0.043214,            0.048496,            0.016594,            0.002806,            0.002806,            0.002806
                 220,            0.047023,            0.066428,            0.021801,             0.64666,             0.51933,             0.61054,             0.43872,            0.043202,            0.048478,            0.016577,            0.002773,            0.002773,            0.002773
                 221,            0.047001,            0.066335,            0.021892,             0.65256,             0.51838,             0.61308,             0.44019,            0.043198,            0.048472,            0.016564,             0.00274,             0.00274,             0.00274
                 222,            0.046965,            0.066341,            0.021671,             0.65301,             0.51862,              0.6128,             0.43977,            0.043186,            0.048467,            0.016563,            0.002707,            0.002707,            0.002707
                 223,            0.046922,            0.066289,            0.021703,             0.65802,             0.51658,             0.61294,             0.44018,            0.043165,            0.048455,            0.016546,            0.002674,            0.002674,            0.002674
                 224,            0.046966,             0.06649,            0.021661,             0.66347,             0.51227,             0.61324,             0.44122,            0.043156,             0.04844,            0.016537,            0.002641,            0.002641,            0.002641
                 225,            0.046865,              0.0662,            0.021579,             0.67832,             0.50521,             0.61371,             0.44125,            0.043146,            0.048423,             0.01653,            0.002608,            0.002608,            0.002608
                 226,            0.046826,            0.066183,            0.021446,             0.64439,             0.52391,             0.61455,             0.44227,            0.043139,            0.048408,            0.016515,            0.002575,            0.002575,            0.002575
                 227,            0.046759,            0.066117,            0.021393,             0.64798,             0.52228,             0.61455,             0.44262,            0.043132,            0.048401,            0.016528,            0.002542,            0.002542,            0.002542
                 228,            0.046738,            0.066244,             0.02139,             0.64494,             0.52588,             0.61551,             0.44353,            0.043127,             0.04839,            0.016521,            0.002509,            0.002509,            0.002509
                 229,             0.04674,            0.066221,            0.021378,             0.63564,             0.52975,             0.61507,             0.44372,             0.04312,             0.04838,            0.016513,            0.002476,            0.002476,            0.002476
                 230,            0.046717,            0.066192,            0.021279,             0.64212,             0.52481,             0.61444,             0.44344,            0.043106,            0.048371,            0.016489,            0.002443,            0.002443,            0.002443
                 231,            0.046676,            0.065978,            0.021303,             0.66357,             0.51326,             0.61422,             0.44308,            0.043103,            0.048366,            0.016486,             0.00241,             0.00241,             0.00241
                 232,            0.046663,            0.066123,            0.021311,             0.65685,              0.5178,             0.61434,              0.4428,            0.043092,            0.048363,            0.016484,            0.002377,            0.002377,            0.002377
                 233,            0.046567,            0.066009,            0.021153,             0.64654,             0.52404,             0.61531,             0.44513,            0.043076,            0.048362,            0.016466,            0.002344,            0.002344,            0.002344
                 234,            0.046518,            0.066008,            0.021166,              0.6435,              0.5263,             0.61551,             0.44493,            0.043059,            0.048367,            0.016456,            0.002311,            0.002311,            0.002311
                 235,            0.046507,            0.065887,            0.021049,             0.63522,              0.5299,             0.61528,             0.44506,            0.043045,            0.048374,            0.016448,            0.002278,            0.002278,            0.002278
                 236,            0.046471,            0.065698,            0.021079,             0.65931,             0.51805,             0.61407,             0.44384,            0.043037,            0.048386,            0.016423,            0.002245,            0.002245,            0.002245
                 237,            0.046475,            0.065747,            0.021008,             0.62725,             0.53576,             0.61496,             0.44348,            0.043021,            0.048388,            0.016408,            0.002212,            0.002212,            0.002212
                 238,            0.046454,            0.065726,            0.020955,              0.6373,             0.52934,             0.61468,             0.44362,            0.043013,            0.048377,            0.016394,            0.002179,            0.002179,            0.002179
                 239,            0.046384,            0.066005,            0.020927,             0.63968,             0.52803,             0.61466,             0.44397,            0.043009,            0.048363,            0.016383,            0.002146,            0.002146,            0.002146
                 240,            0.046278,            0.065617,            0.020808,             0.65943,             0.51818,             0.61471,             0.44388,            0.042996,            0.048353,            0.016376,            0.002113,            0.002113,            0.002113
                 241,            0.046278,             0.06572,             0.02084,             0.63881,             0.53071,             0.61595,             0.44478,            0.042984,            0.048342,            0.016352,             0.00208,             0.00208,             0.00208
                 242,            0.046247,            0.065451,            0.020791,             0.64348,             0.52785,             0.61607,             0.44474,            0.042979,            0.048333,            0.016343,            0.002047,            0.002047,            0.002047
                 243,            0.046228,            0.065658,            0.020662,             0.64894,             0.52693,             0.61739,             0.44537,            0.042982,            0.048332,            0.016344,            0.002014,            0.002014,            0.002014
                 244,            0.046185,            0.065595,            0.020653,             0.65225,             0.52603,             0.61781,              0.4459,            0.042982,            0.048313,            0.016329,            0.001981,            0.001981,            0.001981
                 245,             0.04617,             0.06565,            0.020656,             0.64448,             0.53052,             0.61859,             0.44633,             0.04298,            0.048309,             0.01631,            0.001948,            0.001948,            0.001948
                 246,            0.046039,            0.065405,            0.020498,             0.63887,             0.53487,             0.61938,             0.44646,            0.042971,            0.048309,             0.01631,            0.001915,            0.001915,            0.001915
                 247,            0.046009,            0.065404,            0.020423,             0.67404,             0.51451,              0.6181,             0.44541,            0.042959,            0.048296,              0.0163,            0.001882,            0.001882,            0.001882
                 248,            0.045975,             0.06533,            0.020461,             0.64281,             0.53325,             0.61936,               0.446,            0.042952,            0.048287,            0.016302,            0.001849,            0.001849,            0.001849
                 249,            0.045967,             0.06526,            0.020352,             0.65891,             0.52286,             0.61846,             0.44656,            0.042938,             0.04828,            0.016306,            0.001816,            0.001816,            0.001816
                 250,            0.045932,            0.065146,             0.02031,             0.63066,             0.54093,             0.62022,             0.44695,            0.042922,            0.048274,            0.016296,            0.001783,            0.001783,            0.001783
                 251,            0.045806,            0.065176,            0.020221,              0.6667,             0.51957,             0.61839,             0.44618,            0.042907,            0.048268,             0.01629,             0.00175,             0.00175,             0.00175
                 252,            0.045869,            0.065539,            0.020193,              0.6648,             0.52073,             0.61811,             0.44604,            0.042889,            0.048253,            0.016275,            0.001717,            0.001717,            0.001717
                 253,            0.045777,            0.065054,            0.020129,             0.64778,             0.52869,             0.61899,             0.44664,            0.042875,            0.048244,            0.016261,            0.001684,            0.001684,            0.001684
                 254,            0.045732,            0.065327,            0.020095,             0.65902,             0.52051,             0.61713,             0.44485,            0.042871,            0.048248,             0.01626,            0.001651,            0.001651,            0.001651
                 255,            0.045639,             0.06509,            0.020069,             0.62137,             0.54232,             0.61752,              0.4454,            0.042864,            0.048239,            0.016263,            0.001618,            0.001618,            0.001618
                 256,            0.045604,            0.064922,            0.019909,             0.64611,             0.52857,             0.61821,             0.44567,            0.042854,            0.048227,            0.016273,            0.001585,            0.001585,            0.001585
                 257,            0.045525,            0.064633,            0.019911,             0.63784,             0.53241,             0.61765,             0.44523,            0.042847,            0.048229,            0.016271,            0.001552,            0.001552,            0.001552
                 258,            0.045492,            0.064871,            0.019741,             0.63792,             0.53441,             0.61828,              0.4458,            0.042839,            0.048225,            0.016258,            0.001519,            0.001519,            0.001519
                 259,            0.045498,            0.064753,            0.019759,             0.62792,              0.5397,             0.61751,             0.44517,            0.042835,            0.048218,            0.016264,            0.001486,            0.001486,            0.001486
                 260,            0.045407,            0.064638,            0.019643,             0.62901,             0.53999,             0.61824,             0.44591,            0.042827,            0.048219,            0.016241,            0.001453,            0.001453,            0.001453
                 261,            0.045381,            0.064849,            0.019571,              0.6275,             0.54137,             0.61843,             0.44641,            0.042824,             0.04821,            0.016216,             0.00142,             0.00142,             0.00142
                 262,            0.045305,            0.064623,             0.01953,               0.651,             0.52853,             0.61923,             0.44672,            0.042817,              0.0482,            0.016198,            0.001387,            0.001387,            0.001387
                 263,             0.04535,            0.064662,            0.019499,             0.65147,             0.52957,             0.62046,             0.44732,             0.04281,            0.048194,            0.016187,            0.001354,            0.001354,            0.001354
                 264,            0.045252,            0.064641,            0.019437,             0.63638,             0.53988,             0.62056,             0.44779,            0.042804,            0.048192,            0.016194,            0.001321,            0.001321,            0.001321
                 265,            0.045234,            0.064376,            0.019376,              0.6317,             0.54179,             0.62056,             0.44813,            0.042796,            0.048188,            0.016193,            0.001288,            0.001288,            0.001288
                 266,            0.045165,            0.064546,            0.019247,               0.642,              0.5357,             0.62013,             0.44813,            0.042781,            0.048173,            0.016187,            0.001255,            0.001255,            0.001255
                 267,            0.045078,             0.06429,            0.019238,             0.64683,             0.53319,                0.62,             0.44819,            0.042763,            0.048161,            0.016174,            0.001222,            0.001222,            0.001222
                 268,            0.045032,            0.064373,            0.019161,              0.6338,             0.54244,             0.62076,             0.44877,            0.042752,            0.048151,            0.016172,            0.001189,            0.001189,            0.001189
                 269,            0.044947,            0.064309,            0.019081,             0.64682,             0.53391,             0.62051,             0.44812,            0.042736,            0.048154,            0.016161,            0.001156,            0.001156,            0.001156
                 270,            0.044839,            0.064019,            0.019005,             0.64533,             0.53587,             0.62104,             0.44855,            0.042725,            0.048151,             0.01616,            0.001123,            0.001123,            0.001123
                 271,            0.044795,            0.064083,            0.018905,             0.64498,             0.53582,             0.62063,             0.44869,            0.042711,            0.048162,            0.016151,             0.00109,             0.00109,             0.00109
                 272,            0.044811,            0.064124,            0.018851,             0.64481,             0.53499,             0.62084,             0.44925,             0.04271,            0.048163,            0.016131,            0.001057,            0.001057,            0.001057
                 273,            0.044699,            0.063848,            0.018736,             0.65262,             0.53152,             0.62159,             0.44964,            0.042702,            0.048163,            0.016128,            0.001024,            0.001024,            0.001024
                 274,            0.044642,            0.064052,            0.018671,             0.65497,             0.52996,             0.62061,             0.44918,            0.042698,            0.048167,            0.016111,            0.000991,            0.000991,            0.000991
                 275,            0.044587,            0.063858,            0.018616,             0.64473,             0.53658,             0.62125,              0.4495,            0.042695,            0.048157,            0.016095,            0.000958,            0.000958,            0.000958
                 276,            0.044496,            0.063779,            0.018485,             0.64763,              0.5349,             0.62144,             0.45009,            0.042684,            0.048145,             0.01608,            0.000925,            0.000925,            0.000925
                 277,            0.044446,            0.063691,            0.018428,             0.67546,             0.52125,             0.62179,             0.45048,            0.042675,            0.048141,            0.016068,            0.000892,            0.000892,            0.000892
                 278,            0.044416,              0.0636,            0.018391,             0.66949,             0.52426,              0.6218,             0.45055,            0.042666,            0.048141,            0.016063,            0.000859,            0.000859,            0.000859
                 279,            0.044346,            0.063602,            0.018247,             0.65058,             0.53806,             0.62408,             0.45139,            0.042656,             0.04814,            0.016042,            0.000826,            0.000826,            0.000826
                 280,            0.044281,            0.063524,             0.01822,             0.67198,             0.52642,             0.62297,             0.45065,            0.042654,            0.048141,            0.016022,            0.000793,            0.000793,            0.000793
                 281,            0.044185,            0.063379,            0.018121,             0.67643,             0.52317,             0.62292,             0.45047,            0.042653,            0.048146,            0.016004,             0.00076,             0.00076,             0.00076
                 282,            0.044096,            0.063273,             0.01807,             0.66616,             0.52721,             0.62264,             0.45049,            0.042652,            0.048144,            0.015991,            0.000727,            0.000727,            0.000727
                 283,            0.044015,            0.063141,            0.017893,             0.66215,             0.52916,             0.62212,             0.45098,            0.042645,            0.048144,            0.015997,            0.000694,            0.000694,            0.000694
                 284,            0.043922,             0.06295,            0.017817,             0.66417,             0.52885,              0.6221,             0.45117,            0.042645,            0.048148,            0.016012,            0.000661,            0.000661,            0.000661
                 285,            0.043817,            0.062724,            0.017774,             0.67756,             0.52211,             0.62201,               0.451,             0.04264,            0.048151,            0.016015,            0.000628,            0.000628,            0.000628
                 286,            0.043837,            0.063032,            0.017619,              0.6703,             0.52542,             0.62203,             0.45111,            0.042636,            0.048158,            0.016012,            0.000595,            0.000595,            0.000595
                 287,            0.043718,            0.063139,            0.017522,             0.66933,             0.52431,              0.6219,             0.45138,            0.042628,            0.048163,            0.016016,            0.000562,            0.000562,            0.000562
                 288,            0.043578,            0.062646,            0.017485,             0.67819,             0.51904,             0.62142,             0.45118,            0.042621,            0.048164,            0.016021,            0.000529,            0.000529,            0.000529
                 289,            0.043581,            0.062428,            0.017374,             0.67351,             0.52001,             0.61999,             0.45053,            0.042616,            0.048165,            0.016009,            0.000496,            0.000496,            0.000496
                 290,            0.043477,            0.062444,            0.017187,             0.67234,              0.5204,              0.6206,             0.45088,             0.04261,            0.048166,            0.016013,            0.000463,            0.000463,            0.000463
                 291,            0.043286,            0.062272,            0.017077,             0.66081,             0.52752,              0.6205,             0.45069,            0.042608,            0.048181,            0.016024,             0.00043,             0.00043,             0.00043
                 292,            0.043257,            0.062358,            0.017054,             0.65888,             0.52765,              0.6203,             0.45068,            0.042603,            0.048189,            0.016033,            0.000397,            0.000397,            0.000397
                 293,            0.043179,            0.061871,            0.016917,             0.67733,              0.5194,             0.62132,             0.45161,            0.042606,            0.048205,            0.016045,            0.000364,            0.000364,            0.000364
                 294,            0.043087,            0.061882,            0.016785,             0.66257,             0.52671,             0.62102,             0.45148,            0.042606,            0.048227,            0.016046,            0.000331,            0.000331,            0.000331
                 295,            0.043011,            0.061797,            0.016738,             0.66525,             0.52509,              0.6208,             0.45153,            0.042612,            0.048243,            0.016055,            0.000298,            0.000298,            0.000298
                 296,            0.042925,             0.06175,             0.01658,             0.66623,             0.52435,             0.62041,             0.45142,            0.042614,            0.048265,            0.016064,            0.000265,            0.000265,            0.000265
                 297,             0.04283,            0.061692,            0.016452,             0.66673,             0.52352,             0.61927,             0.45053,            0.042612,            0.048287,            0.016063,            0.000232,            0.000232,            0.000232
                 298,            0.042705,            0.061558,            0.016418,             0.66054,             0.52688,             0.61944,             0.45029,            0.042608,            0.048302,            0.016075,            0.000199,            0.000199,            0.000199
                 299,            0.042638,            0.061434,            0.016285,             0.65886,             0.52669,             0.61969,             0.45038,            0.042606,            0.048313,            0.016084,            0.000166,            0.000166,            0.000166
                 299,            0.042638,            0.061434,            0.016285,             0.67706,             0.51938,             0.49643,             0.34381,            0.042656,            0.048139,            0.016041,            0.000166,            0.000166,            0.000166
