               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.048664,            0.068174,            0.024112,             0.61623,             0.50734,             0.59313,             0.42583,            0.043853,            0.049198,            0.017561,            0.004555,            0.004555,            0.004555
                 167,            0.048618,            0.068134,            0.024153,             0.61647,             0.50896,             0.59427,             0.42649,            0.043842,            0.049191,             0.01755,            0.004522,            0.004522,            0.004522
                 168,            0.048545,            0.068015,            0.024101,             0.61955,             0.50446,             0.59293,             0.42638,            0.043831,            0.049189,            0.017531,            0.004489,            0.004489,            0.004489
                 169,             0.04853,            0.068154,            0.023966,             0.64623,             0.49168,             0.59298,             0.42636,            0.043821,            0.049175,            0.017523,            0.004456,            0.004456,            0.004456
                 170,            0.048457,            0.067999,            0.024044,             0.64573,             0.49174,             0.59318,             0.42642,             0.04382,             0.04917,            0.017511,            0.004423,            0.004423,            0.004423
                 171,            0.048458,            0.068134,            0.023894,             0.62114,              0.5055,             0.59413,             0.42711,            0.043808,            0.049149,            0.017489,             0.00439,             0.00439,             0.00439
                 172,            0.048422,            0.067861,            0.023943,             0.61652,             0.50725,             0.59374,              0.4267,            0.043798,            0.049154,            0.017474,            0.004357,            0.004357,            0.004357
                 173,             0.04848,               0.068,            0.023848,             0.62138,             0.50878,             0.59538,             0.42746,            0.043786,            0.049138,            0.017467,            0.004324,            0.004324,            0.004324
                 174,            0.048386,            0.067883,            0.023842,             0.62716,             0.50742,             0.59659,             0.42849,            0.043779,            0.049128,            0.017466,            0.004291,            0.004291,            0.004291
                 175,            0.048374,             0.06769,            0.023901,             0.62164,             0.50936,             0.59628,             0.42892,            0.043771,            0.049115,            0.017447,            0.004258,            0.004258,            0.004258
                 176,            0.048386,            0.068093,            0.023745,             0.63147,             0.50535,             0.59647,             0.42872,            0.043761,              0.0491,            0.017425,            0.004225,            0.004225,            0.004225
                 177,            0.048282,            0.067938,            0.023701,             0.61886,             0.51265,              0.5972,             0.42917,            0.043745,            0.049071,            0.017416,            0.004192,            0.004192,            0.004192
                 178,            0.048301,            0.067892,            0.023642,             0.63326,               0.504,             0.59667,             0.42952,            0.043734,            0.049052,            0.017399,            0.004159,            0.004159,            0.004159
                 179,            0.048278,            0.067818,            0.023712,             0.62932,             0.50712,             0.59722,             0.42958,             0.04373,            0.049042,            0.017393,            0.004126,            0.004126,            0.004126
                 180,            0.048244,            0.067874,            0.023692,             0.62436,              0.5083,             0.59664,             0.42937,            0.043726,            0.049046,            0.017398,            0.004093,            0.004093,            0.004093
                 181,            0.048219,            0.067878,            0.023619,             0.63691,             0.50141,             0.59559,              0.4287,            0.043712,            0.049043,            0.017392,             0.00406,             0.00406,             0.00406
                 182,            0.048186,            0.067697,            0.023509,             0.64441,             0.49815,              0.5958,             0.42947,            0.043703,            0.049026,            0.017382,            0.004027,            0.004027,            0.004027
                 183,            0.048149,            0.067743,            0.023458,             0.63868,             0.50179,             0.59558,             0.42939,            0.043696,            0.049015,            0.017367,            0.003994,            0.003994,            0.003994
                 184,            0.048113,            0.067599,            0.023506,             0.64078,             0.50244,             0.59677,             0.43054,            0.043687,            0.049011,            0.017356,            0.003961,            0.003961,            0.003961
                 185,            0.048123,            0.067698,            0.023354,             0.61868,             0.51431,             0.59721,             0.43082,            0.043679,            0.048998,            0.017338,            0.003928,            0.003928,            0.003928
                 186,            0.048049,            0.067599,            0.023391,             0.62296,             0.51216,             0.59718,             0.43127,            0.043668,            0.048981,            0.017319,            0.003895,            0.003895,            0.003895
                 187,            0.048046,            0.067552,            0.023375,             0.62175,             0.51356,             0.59784,             0.43196,            0.043662,            0.048977,            0.017301,            0.003862,            0.003862,            0.003862
                 188,            0.048061,            0.067872,            0.023321,             0.64607,             0.50186,             0.59805,             0.43194,            0.043641,            0.048979,            0.017277,            0.003829,            0.003829,            0.003829
                 189,            0.048035,            0.067705,            0.023279,             0.64232,             0.50407,             0.59862,             0.43255,            0.043621,            0.048967,            0.017248,            0.003796,            0.003796,            0.003796
                 190,            0.047957,            0.067803,            0.023203,             0.64736,             0.50193,              0.5982,             0.43258,            0.043607,            0.048956,            0.017225,            0.003763,            0.003763,            0.003763
                 191,            0.047959,            0.067471,            0.023155,             0.63297,             0.51014,             0.59905,             0.43341,            0.043589,            0.048948,            0.017217,             0.00373,             0.00373,             0.00373
                 192,            0.047936,            0.067475,              0.0232,             0.63677,             0.50845,             0.59873,             0.43289,             0.04358,            0.048947,              0.0172,            0.003697,            0.003697,            0.003697
                 193,            0.047925,            0.067597,            0.023176,             0.64624,             0.50294,             0.59897,             0.43317,            0.043575,            0.048945,            0.017165,            0.003664,            0.003664,            0.003664
                 194,            0.047869,            0.067589,            0.023105,             0.63151,             0.51267,             0.59996,              0.4339,            0.043564,            0.048943,             0.01712,            0.003631,            0.003631,            0.003631
                 195,            0.047848,            0.067508,            0.023057,             0.64407,             0.50649,             0.60012,             0.43347,            0.043551,            0.048936,            0.017095,            0.003598,            0.003598,            0.003598
                 196,            0.047781,            0.067396,             0.02303,              0.6399,             0.50876,             0.60048,             0.43325,            0.043538,             0.04893,             0.01708,            0.003565,            0.003565,            0.003565
                 197,            0.047789,            0.067503,            0.022928,               0.641,             0.50772,             0.59955,             0.43305,             0.04353,            0.048926,            0.017062,            0.003532,            0.003532,            0.003532
                 198,            0.047797,            0.067487,            0.022896,             0.65509,             0.50034,             0.60002,             0.43353,            0.043514,            0.048917,            0.017066,            0.003499,            0.003499,            0.003499
                 199,            0.047659,            0.067264,            0.022869,             0.64183,             0.51506,             0.60718,             0.43987,            0.043507,            0.048896,            0.017055,            0.003466,            0.003466,            0.003466
                 200,             0.04769,            0.067099,            0.022845,              0.6385,                0.51,             0.60033,             0.43387,            0.043493,            0.048882,            0.017062,            0.003433,            0.003433,            0.003433
                 201,             0.04766,            0.067213,            0.022841,             0.65435,              0.5025,             0.60044,             0.43362,            0.043483,            0.048874,            0.017053,              0.0034,              0.0034,              0.0034
                 202,             0.04766,            0.067235,            0.022818,             0.64688,             0.51384,             0.60825,             0.44029,            0.043475,            0.048869,            0.017042,            0.003367,            0.003367,            0.003367
                 203,            0.047598,            0.067223,            0.022686,             0.65176,             0.51233,             0.60911,             0.44113,            0.043457,            0.048857,            0.017026,            0.003334,            0.003334,            0.003334
                 204,            0.047516,            0.067041,            0.022631,             0.65032,             0.51388,             0.60915,             0.44194,            0.043437,            0.048841,            0.017013,            0.003301,            0.003301,            0.003301
                 205,            0.047552,            0.067068,            0.022681,             0.63949,             0.51326,             0.60295,             0.43607,            0.043431,            0.048825,            0.016994,            0.003268,            0.003268,            0.003268
                 206,            0.047491,            0.067039,            0.022539,              0.6483,              0.5186,             0.61131,             0.44294,            0.043419,            0.048809,            0.016971,            0.003235,            0.003235,            0.003235
                 207,            0.047483,            0.067213,            0.022533,             0.64765,             0.51699,             0.61048,             0.44175,            0.043408,            0.048798,            0.016951,            0.003202,            0.003202,            0.003202
                 208,            0.047469,            0.067005,            0.022463,             0.64276,             0.52245,             0.61229,              0.4436,            0.043398,            0.048793,            0.016918,            0.003169,            0.003169,            0.003169
                 209,            0.047396,            0.067107,            0.022477,             0.64212,             0.52122,             0.61139,              0.4427,            0.043378,            0.048781,            0.016895,            0.003136,            0.003136,            0.003136
                 210,            0.047457,            0.066839,            0.022431,             0.63638,             0.52511,             0.61181,             0.44246,            0.043363,            0.048773,            0.016901,            0.003103,            0.003103,            0.003103
                 211,            0.047345,            0.067052,            0.022298,             0.63078,             0.52735,             0.61185,             0.44214,            0.043356,             0.04876,            0.016902,             0.00307,             0.00307,             0.00307
                 212,            0.047346,            0.066964,            0.022321,             0.64011,             0.52104,             0.61032,             0.44036,            0.043355,            0.048755,            0.016887,            0.003037,            0.003037,            0.003037
                 213,            0.047323,            0.066809,             0.02227,             0.66107,             0.51063,             0.61106,             0.44112,            0.043348,            0.048738,            0.016884,            0.003004,            0.003004,            0.003004
                 214,            0.047324,             0.06688,            0.022269,               0.655,               0.514,             0.61099,             0.44115,             0.04334,            0.048724,            0.016879,            0.002971,            0.002971,            0.002971
                 215,            0.047255,            0.066736,            0.022239,             0.64887,             0.51852,             0.61162,             0.44232,            0.043322,            0.048709,            0.016867,            0.002938,            0.002938,            0.002938
                 216,            0.047195,            0.066991,            0.022096,             0.65397,             0.51544,              0.6117,             0.44248,            0.043312,            0.048695,            0.016858,            0.002905,            0.002905,            0.002905
                 217,            0.047145,            0.066687,            0.022138,             0.65849,             0.51312,             0.61157,             0.44255,            0.043306,            0.048695,            0.016868,            0.002872,            0.002872,            0.002872
                 218,             0.04715,            0.066719,            0.022147,             0.65404,              0.5146,             0.61165,             0.44209,              0.0433,            0.048691,             0.01685,            0.002839,            0.002839,            0.002839
                 219,            0.047181,            0.066811,            0.022046,              0.6495,             0.51787,             0.61148,             0.44197,            0.043287,            0.048696,            0.016831,            0.002806,            0.002806,            0.002806
                 220,            0.047067,            0.066638,            0.021975,             0.63754,             0.52404,              0.6113,             0.44179,            0.043272,            0.048694,            0.016821,            0.002773,            0.002773,            0.002773
                 221,            0.047067,            0.066718,            0.021889,             0.64559,             0.51983,             0.61168,             0.44228,            0.043263,            0.048695,            0.016807,             0.00274,             0.00274,             0.00274
                 222,            0.047004,            0.066433,            0.021962,             0.64271,             0.52199,             0.61156,             0.44188,            0.043255,            0.048686,            0.016788,            0.002707,            0.002707,            0.002707
                 223,            0.047009,            0.066666,             0.02183,             0.63823,             0.52451,             0.61163,             0.44236,            0.043243,            0.048687,            0.016777,            0.002674,            0.002674,            0.002674
                 224,            0.046932,            0.066691,            0.021811,             0.64766,              0.5203,             0.61221,             0.44249,            0.043232,            0.048692,            0.016752,            0.002641,            0.002641,            0.002641
                 225,            0.046883,            0.066377,            0.021765,             0.64092,             0.52357,             0.61195,             0.44169,             0.04321,            0.048687,            0.016733,            0.002608,            0.002608,            0.002608
                 226,            0.046899,            0.066587,            0.021726,             0.64053,             0.52366,             0.61173,             0.44209,            0.043192,             0.04868,            0.016711,            0.002575,            0.002575,            0.002575
                 227,            0.046831,            0.066332,            0.021736,             0.64999,             0.51868,             0.61153,             0.44183,             0.04318,            0.048666,             0.01669,            0.002542,            0.002542,            0.002542
                 228,            0.046793,            0.066274,            0.021702,             0.64035,             0.52546,             0.61219,             0.44261,            0.043172,            0.048654,            0.016667,            0.002509,            0.002509,            0.002509
                 229,            0.046801,            0.066612,            0.021544,             0.64135,             0.52556,             0.61261,             0.44334,            0.043161,            0.048641,            0.016656,            0.002476,            0.002476,            0.002476
                 230,             0.04678,            0.066438,            0.021502,             0.64569,              0.5211,             0.61179,              0.4436,            0.043154,            0.048636,            0.016659,            0.002443,            0.002443,            0.002443
                 231,            0.046742,            0.066149,            0.021481,             0.65373,              0.5173,             0.61286,             0.44385,            0.043148,            0.048625,            0.016653,             0.00241,             0.00241,             0.00241
                 232,            0.046698,            0.066331,            0.021437,             0.64198,             0.52646,             0.61379,             0.44439,            0.043141,            0.048615,            0.016637,            0.002377,            0.002377,            0.002377
                 233,            0.046715,            0.066261,             0.02144,             0.65316,             0.52161,             0.61417,             0.44583,            0.043137,            0.048609,            0.016622,            0.002344,            0.002344,            0.002344
                 234,            0.046624,            0.065963,            0.021315,             0.65278,             0.52272,             0.61499,             0.44535,            0.043128,            0.048599,            0.016605,            0.002311,            0.002311,            0.002311
                 235,            0.046552,            0.066029,            0.021342,             0.65433,             0.52158,             0.61418,             0.44448,            0.043114,            0.048586,            0.016581,            0.002278,            0.002278,            0.002278
                 236,             0.04652,            0.066114,            0.021189,             0.65555,             0.52236,             0.61585,             0.44653,              0.0431,            0.048575,            0.016556,            0.002245,            0.002245,            0.002245
                 237,            0.046556,            0.066077,            0.021261,              0.6574,             0.52153,             0.61436,             0.44541,            0.043086,             0.04857,            0.016546,            0.002212,            0.002212,            0.002212
                 238,            0.046429,            0.066206,            0.021167,             0.65125,             0.52629,             0.61558,              0.4459,            0.043071,            0.048558,            0.016544,            0.002179,            0.002179,            0.002179
                 239,            0.046412,            0.065911,            0.021063,             0.65202,             0.52514,             0.61583,             0.44657,            0.043056,            0.048545,            0.016542,            0.002146,            0.002146,            0.002146
                 240,            0.046402,             0.06587,            0.021008,             0.66906,             0.51659,             0.61554,             0.44669,            0.043041,            0.048532,            0.016529,            0.002113,            0.002113,            0.002113
                 241,            0.046311,            0.065599,             0.02102,             0.64755,              0.5307,             0.61774,             0.44785,            0.043036,            0.048521,            0.016512,             0.00208,             0.00208,             0.00208
                 242,            0.046288,            0.065728,            0.020956,             0.65277,             0.52641,             0.61634,              0.4472,            0.043023,            0.048513,            0.016484,            0.002047,            0.002047,            0.002047
                 243,            0.046248,            0.066003,            0.020913,             0.63949,             0.53312,             0.61633,             0.44755,            0.043007,            0.048507,            0.016449,            0.002014,            0.002014,            0.002014
                 244,            0.046245,             0.06572,             0.02083,             0.65434,             0.52803,             0.61854,             0.44898,            0.043001,            0.048488,            0.016427,            0.001981,            0.001981,            0.001981
                 245,            0.046168,            0.065802,            0.020828,             0.66856,             0.51982,              0.6187,             0.44948,            0.042998,            0.048462,            0.016415,            0.001948,            0.001948,            0.001948
                 246,            0.046145,            0.065795,            0.020745,              0.6665,             0.51925,             0.61742,             0.44775,            0.042989,            0.048456,            0.016398,            0.001915,            0.001915,            0.001915
                 247,            0.046164,            0.065582,            0.020631,             0.66361,             0.52174,             0.61806,             0.44858,            0.042987,            0.048444,            0.016377,            0.001882,            0.001882,            0.001882
                 248,            0.046027,            0.065587,            0.020619,             0.67551,              0.5155,             0.61725,             0.44864,            0.042982,            0.048437,            0.016345,            0.001849,            0.001849,            0.001849
                 249,            0.045985,            0.065452,            0.020483,             0.66357,             0.52173,             0.61707,             0.44859,            0.042978,            0.048422,            0.016328,            0.001816,            0.001816,            0.001816
                 250,            0.045969,            0.065461,            0.020565,             0.66766,             0.51975,             0.61795,              0.4487,            0.042963,            0.048415,             0.01632,            0.001783,            0.001783,            0.001783
                 251,            0.045938,            0.065468,             0.02039,             0.67424,             0.51603,             0.61744,             0.44838,            0.042953,            0.048403,            0.016324,             0.00175,             0.00175,             0.00175
                 252,            0.045931,            0.065606,            0.020452,             0.67936,             0.51348,             0.61712,             0.44913,            0.042945,            0.048385,            0.016316,            0.001717,            0.001717,            0.001717
                 253,            0.045844,            0.065302,            0.020304,             0.67874,             0.51338,             0.61751,             0.44843,            0.042942,            0.048381,            0.016321,            0.001684,            0.001684,            0.001684
                 254,            0.045812,            0.065223,            0.020324,             0.66507,             0.52163,             0.61846,              0.4491,            0.042929,             0.04837,            0.016317,            0.001651,            0.001651,            0.001651
                 255,            0.045766,            0.065317,            0.020203,             0.67347,               0.517,             0.61832,             0.44927,            0.042918,            0.048364,             0.01633,            0.001618,            0.001618,            0.001618
                 256,            0.045721,            0.065144,            0.020161,              0.6778,             0.51553,             0.61884,             0.44944,            0.042907,            0.048367,             0.01634,            0.001585,            0.001585,            0.001585
                 257,            0.045633,            0.064902,              0.0201,             0.65734,              0.5261,             0.61834,             0.44861,            0.042902,             0.04837,            0.016334,            0.001552,            0.001552,            0.001552
                 258,            0.045661,            0.065216,            0.020035,             0.64773,             0.53143,             0.61819,              0.4489,             0.04289,            0.048372,            0.016316,            0.001519,            0.001519,            0.001519
                 259,            0.045536,            0.065029,            0.020039,             0.65043,              0.5293,             0.61828,             0.44962,            0.042887,            0.048369,            0.016314,            0.001486,            0.001486,            0.001486
                 260,            0.045525,            0.065087,            0.019945,             0.66032,             0.52312,             0.61814,             0.44915,            0.042882,             0.04837,            0.016318,            0.001453,            0.001453,            0.001453
                 261,            0.045429,            0.064914,            0.019836,             0.65214,             0.52889,             0.61835,             0.44993,            0.042866,            0.048369,            0.016302,             0.00142,             0.00142,             0.00142
                 262,            0.045362,            0.064583,            0.019852,             0.66614,             0.52061,             0.61778,             0.45007,            0.042858,            0.048368,            0.016285,            0.001387,            0.001387,            0.001387
                 263,            0.045394,             0.06484,            0.019818,             0.67093,             0.52176,              0.6196,             0.45202,            0.042855,            0.048366,            0.016283,            0.001354,            0.001354,            0.001354
                 264,            0.045276,            0.064724,            0.019612,             0.66545,             0.52555,              0.6199,             0.45221,            0.042851,            0.048359,            0.016287,            0.001321,            0.001321,            0.001321
                 265,            0.045241,            0.064663,            0.019611,             0.68386,             0.51502,             0.61956,             0.45205,             0.04284,            0.048348,            0.016277,            0.001288,            0.001288,            0.001288
                 266,            0.045174,            0.064729,            0.019508,             0.68644,             0.51447,             0.61936,             0.45203,            0.042826,            0.048341,            0.016276,            0.001255,            0.001255,            0.001255
                 267,            0.045114,            0.064505,            0.019405,              0.6852,             0.51482,             0.61985,             0.45234,            0.042812,            0.048329,            0.016266,            0.001222,            0.001222,            0.001222
                 268,            0.045145,             0.06463,            0.019397,             0.65444,             0.52791,             0.61827,             0.45083,            0.042803,            0.048313,             0.01625,            0.001189,            0.001189,            0.001189
                 269,            0.044979,            0.064462,            0.019362,             0.66342,             0.52323,             0.61896,             0.45158,            0.042796,            0.048313,            0.016241,            0.001156,            0.001156,            0.001156
                 270,            0.045003,            0.064385,            0.019145,             0.67118,             0.51989,             0.61943,             0.45136,            0.042784,            0.048312,            0.016238,            0.001123,            0.001123,            0.001123
                 271,              0.0449,            0.064245,            0.019131,             0.68558,             0.51416,             0.62012,             0.45179,            0.042781,            0.048305,            0.016239,             0.00109,             0.00109,             0.00109
                 272,            0.044885,            0.064422,            0.019114,             0.65664,             0.52943,             0.61955,             0.45112,            0.042779,            0.048299,            0.016241,            0.001057,            0.001057,            0.001057
                 273,            0.044737,            0.064226,            0.018954,             0.65618,             0.52872,             0.61949,             0.45086,            0.042774,            0.048291,            0.016248,            0.001024,            0.001024,            0.001024
                 274,            0.044752,            0.064151,            0.018946,             0.66508,             0.52482,             0.61994,             0.45131,            0.042758,            0.048278,            0.016242,            0.000991,            0.000991,            0.000991
                 275,            0.044644,            0.063863,             0.01884,             0.65536,             0.53093,             0.62054,             0.45182,            0.042745,             0.04827,            0.016244,            0.000958,            0.000958,            0.000958
                 276,            0.044606,            0.064087,            0.018772,             0.65592,             0.53053,             0.62007,             0.45197,            0.042734,            0.048257,            0.016246,            0.000925,            0.000925,            0.000925
                 277,            0.044508,            0.063784,            0.018712,             0.65606,              0.5305,              0.6203,             0.45221,            0.042723,            0.048261,            0.016255,            0.000892,            0.000892,            0.000892
                 278,            0.044412,            0.063692,            0.018592,             0.65823,             0.52972,             0.61942,             0.45161,            0.042711,            0.048254,            0.016264,            0.000859,            0.000859,            0.000859
                 279,            0.044381,            0.063837,            0.018471,             0.65586,             0.53026,              0.6192,             0.45143,            0.042708,            0.048253,            0.016261,            0.000826,            0.000826,            0.000826
                 280,              0.0443,            0.063559,            0.018464,             0.66088,             0.52712,             0.61945,             0.45186,            0.042709,            0.048251,            0.016261,            0.000793,            0.000793,            0.000793
                 281,            0.044273,            0.063623,            0.018342,             0.67696,             0.51852,             0.61948,             0.45219,            0.042707,            0.048254,            0.016265,             0.00076,             0.00076,             0.00076
                 282,            0.044173,            0.063328,            0.018293,             0.66171,             0.52755,             0.62036,             0.45238,             0.04271,            0.048254,            0.016266,            0.000727,            0.000727,            0.000727
                 283,            0.044101,            0.063374,            0.018169,              0.6795,             0.51751,             0.61993,             0.45238,            0.042699,            0.048254,            0.016257,            0.000694,            0.000694,            0.000694
                 284,             0.04404,            0.063306,            0.018018,             0.66789,             0.52358,             0.61944,              0.4517,             0.04269,             0.04826,            0.016244,            0.000661,            0.000661,            0.000661
                 285,            0.043979,            0.063362,            0.017997,              0.6641,             0.52573,             0.61924,             0.45167,            0.042683,            0.048273,             0.01624,            0.000628,            0.000628,            0.000628
                 286,            0.043803,            0.063121,            0.017934,             0.66243,             0.52572,             0.61862,             0.45148,            0.042686,            0.048285,            0.016246,            0.000595,            0.000595,            0.000595
                 287,            0.043837,            0.063203,            0.017748,             0.65469,             0.52921,             0.61823,             0.45106,            0.042688,            0.048281,            0.016254,            0.000562,            0.000562,            0.000562
                 288,            0.043677,            0.063055,            0.017766,             0.66676,              0.5244,             0.61744,             0.45095,            0.042685,            0.048289,            0.016253,            0.000529,            0.000529,            0.000529
                 289,            0.043592,            0.062753,            0.017554,             0.65366,             0.53072,             0.61849,             0.45192,            0.042684,            0.048301,            0.016256,            0.000496,            0.000496,            0.000496
                 290,            0.043535,            0.062689,            0.017546,             0.65792,               0.528,             0.61768,             0.45131,            0.042675,            0.048306,            0.016257,            0.000463,            0.000463,            0.000463
                 291,            0.043451,            0.062713,            0.017397,             0.65491,             0.52904,             0.61693,             0.45059,             0.04267,            0.048312,             0.01625,             0.00043,             0.00043,             0.00043
                 292,            0.043387,            0.062397,             0.01733,             0.65579,             0.52769,             0.61613,             0.45003,            0.042664,            0.048322,            0.016251,            0.000397,            0.000397,            0.000397
                 293,            0.043281,            0.062247,            0.017107,             0.65797,              0.5266,             0.61551,              0.4494,             0.04266,            0.048335,            0.016256,            0.000364,            0.000364,            0.000364
                 294,             0.04321,             0.06208,            0.017079,             0.66424,             0.52245,             0.61447,               0.449,            0.042662,            0.048354,            0.016267,            0.000331,            0.000331,            0.000331
                 295,            0.043081,            0.062107,            0.016989,             0.66138,             0.52322,             0.61468,             0.44923,            0.042666,            0.048365,             0.01627,            0.000298,            0.000298,            0.000298
                 296,            0.042959,            0.061811,            0.016856,             0.65449,             0.52867,             0.61501,             0.44936,            0.042672,            0.048389,            0.016289,            0.000265,            0.000265,            0.000265
                 297,            0.042914,            0.061864,            0.016713,             0.65695,             0.52693,             0.61463,             0.44906,            0.042673,            0.048405,            0.016311,            0.000232,            0.000232,            0.000232
                 298,            0.042811,            0.061687,            0.016655,             0.65471,             0.52762,             0.61395,             0.44907,            0.042674,            0.048425,            0.016327,            0.000199,            0.000199,            0.000199
                 299,             0.04278,            0.061573,            0.016501,             0.66435,             0.52169,             0.61378,             0.44873,            0.042674,            0.048445,            0.016337,            0.000166,            0.000166,            0.000166
                 299,             0.04278,            0.061573,            0.016501,              0.6734,             0.51591,             0.48886,             0.34155,             0.04271,            0.048255,            0.016268,            0.000166,            0.000166,            0.000166
